id	name	lat_lon	env_broad_scale	env_broad_scale_label	env_local_scale	env_local_scale_label	env_medium	env_medium_label	geo_loc_name	collection_date	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	depth	add_date	community	habitat	identifier	location	mod_date	ncbi_taxonomy_name	sample_collection_site	subsurface_depth	host_name
gold:Gb0156753	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera17	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.30.00.651000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera17	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156754	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera18	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.30.16.540000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera18	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156755	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera19	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.30.32.711000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera19	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.25.000000000 PM	soil metagenome	forest soil		
gold:Gb0156756	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera20	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.30.49.230000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera20	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156757	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera21	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.31.05.025000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera21	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.25.000000000 PM	soil metagenome	forest soil		
gold:Gb0156758	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera22	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.31.20.834000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera22	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156759	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera23	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.31.36.765000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera23	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156760	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera24	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.31.52.984000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera24	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156761	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera25	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.32.08.698000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera25	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156762	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera26	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.32.24.654000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera26	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156763	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera27	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.32.40.667000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera27	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156764	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera28	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.32.56.720000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera28	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156766	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera30	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.33.29.405000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera30	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156767	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera31	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.33.45.517000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera31	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156768	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera32	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.34.01.516000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera32	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156769	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera33	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.34.17.470000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera33	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156770	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera34	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.34.33.660000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera34	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156771	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera35	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.34.50.294000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera35	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156772	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera36	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.35.06.308000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera36	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156773	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera37	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.35.22.239000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera37	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156774	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera38	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.35.38.070000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera38	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156775	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera39	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.35.54.373000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera39	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.25.000000000 PM	soil metagenome	forest soil		
gold:Gb0156776	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera40	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.36.10.329000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera40	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156777	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera41	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.36.26.283000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera41	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156778	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera42	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.36.41.989000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera42	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156779	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera43	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.36.57.787000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera43	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156780	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera44	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.37.13.801000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera44	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156781	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera45	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.37.29.590000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera45	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156782	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera46	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.37.45.475000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera46	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156783	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera47	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.38.01.460000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera47	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156784	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera48	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.38.17.182000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera48	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.25.000000000 PM	soil metagenome	forest soil		
gold:Gb0156785	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera49	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.38.37.486000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera49	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156786	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera50	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.38.57.539000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera50	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156787	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera51	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.39.15.440000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera51	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156788	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera52	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.39.31.253000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera52	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156789	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera53	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.39.47.551000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera53	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156790	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera54	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.40.06.984000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera54	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156791	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera55	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.40.25.751000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera55	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156792	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera56	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.40.45.482000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera56	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156793	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera57	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.41.01.516000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera57	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.25.000000000 PM	soil metagenome	forest soil		
gold:Gb0156794	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera58	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.41.17.119000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera58	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156795	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera59	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.41.33.135000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera59	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156796	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera60	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.41.49.213000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera60	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156797	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera61	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.42.04.963000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera61	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156798	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera62	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.42.20.658000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera62	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156799	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera63	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.42.36.505000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera63	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.25.000000000 PM	soil metagenome	forest soil		
gold:Gb0156800	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera64	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.42.52.417000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera64	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156801	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWMinControl_Nextera65	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01001275	solid layer	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 04.43.08.196000000 PM	enriched cells	soil	Alteio_BWMinControl_Nextera65	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
